'L眶内缘点', 'L眶外缘点', 'L眶下缘点', 'L眶上中点', 'L下颌角点', 'L下犬齿齿槽缘点', 'L第一上磨牙点', 'L第一下磨牙点', 'L尖牙窝点', 'L下颌支中部后点', 'L颧点', 'L颞额颧点', 'L第二上磨牙点', 'L第二下磨牙点', 'L下颌缘中点', 'L颏孔点', 'L上切牙点', 'L上犬齿齿槽缘点', 'L下颌小舌点', 'L颧弓点', 'L颧眶点', 'L下鼻根点', 'L鼻甲嵴点', 'L颧颌点', 'R眶内缘点', 'R眶外缘点', 'R眶下缘点', 'R眶上中点', 'R下颌角点', 'R下犬齿齿槽缘点', 'R第一上磨牙点', 'R第一下磨牙点', 'R尖牙窝点', 'R下颌支中部后点', 'R颧点', 'R颞额颧点', 'R第二上磨牙点', 'R第二下磨牙点', 'R下颌缘中点', 'R颏孔点', 'R上切牙点', 'R上犬齿齿槽缘点', 'R下颌小舌点', 'R颧弓点', 'R颧眶点', 'R下鼻根点', 'R鼻甲嵴点', 'R颧颌点', '鼻骨末端点', '下齿槽点', '鼻中点', '上齿槽前缘点', '眉间点', '鼻棘下点', '鼻根点',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.165,-145.655,32.59,141.38,-137.36,32.83,120.955,-146.14,15.85,121.465,-148.83,53.71,143.91,-82.685,-53.29,104.095,-152.7,-49.975,123.54,-131.475,-25.01,120.21,-128.73,-45.81,108.71,-150.16,-17.885,145.71,-82.01,-23.905,151.07,-124.05,20.49,143.98,-134.305,42.35,126.85,-123.39,-21.01,123.92,-118.485,-40.865,128.305,-121.56,-70.34,116.77,-137.115,-63.94,94.99,-164.895,-34.485,111.39,-154.82,-25.495,144.985,-91.745,-23.07,161.38,-91.6,12.17,141.835,-141.45,12.39,94.145,-150.03,40.105,99.08,-162.36,13.59,143.39,-134.515,-6.285,80.06,-145.295,32.865,39.365,-134.73,32.845,59.52,-144.66,15.41,59.58,-147.285,51.81,37.76,-79.68,-52.815,80.215,-151.795,-51.62,56.995,-130.335,-24.285,63.3,-129.04,-45.59,71.335,-149.1,-18.315,36.265,-79.74,-25.195,29.45,-119.73,17.67,37.25,-131.68,41.67,54.895,-122.285,-22.785,59.625,-118.45,-43.075,53.83,-120.4,-70.72,66.545,-136.865,-63.385,85.305,-164.7,-34.445,69.4,-153.005,-27.72,37.61,-90.845,-25.605,19.975,-93.205,11.385,39.77,-139.19,11.72,85.86,-150.175,40.16,82.775,-161.99,13.17,37.575,-131.985,-9.515,91.73,-166.84,21.7,92.16,-156.26,-47.91,90.625,-156.755,30.93,90.315,-160.695,-27.66,90.655,-155.285,56.105,90.69,-157.765,-17.355,90.485,-152.665,42.005
104.34,-132.84,38.87,143.46,-124.38,38.82,123.7,-129.91,20.58,123.67,-136.13,58.56,144.67,-75.06,-40.66,111.26,-137.91,-44.42,124.2,-120.61,-17.21,124.52,-118.38,-37.71,111.01,-135.3,-10.93,147.85,-71.24,-14.76,152.29,-111.15,27.7,146.03,-123.07,50.08,125.75,-111.64,-15.17,128.41,-108.35,-34.64,126.42,-113.98,-61.22,123.58,-121.67,-53.05,99.95,-148.45,-29.06,113.08,-140.78,-19.45,145.73,-79.7,-16.46,161.73,-81.47,17.53,143.8,-121.88,17.25,100.28,-138.54,46.99,106.52,-142.21,15.09,140.41,-118.58,3.57,85.85,-132.58,38.53,47.59,-123.99,38.73,66.88,-130.9,19.69,67.09,-136.86,57.92,47.62,-77.49,-41.16,82.16,-137.56,-45.81,65.27,-120.31,-19.19,67.3,-118.87,-40.11,79.16,-135.27,-11.28,43.24,-71.81,-14.68,37.24,-107.25,25.71,44.46,-122.9,50.08,63.38,-111.59,-16.88,63.12,-108.7,-36.5,66.7,-114.56,-62.22,70.59,-122.86,-54.65,91.74,-148.63,-29.26,77.31,-140.43,-19.99,45.41,-81.73,-16.99,29.34,-84.01,18.76,47.41,-122.65,18.63,90.68,-138.69,46.84,86.1,-144.43,16.47,48.36,-119.97,3.12,97.06,-152.98,23.8,96.62,-140.77,-43.58,95.81,-143.56,35.6,95.81,-145.56,-21.82,95.79,-141.93,62.68,95.75,-141.69,-10.76,95.79,-140.41,47.85
86.505,-116.605,105.3,124.055,-106.795,105.425,105.715,-114.84,87.875,105.705,-117.95,124.77,124.895,-54.5,28.445,87.595,-119.64,28.61,104.52,-100.575,49.045,103.415,-98.91,33.09,88.905,-117.825,58.9,127.1,-54.03,53.88,132.33,-93.125,90.895,125.825,-106.27,117.46,106.49,-92.575,52.73,107.495,-88.07,37.075,108.61,-94.51,12.365,101.465,-105.425,19.105,79.16,-128.18,39.405,92.585,-121.11,48.615,124.56,-63.63,53.545,140.77,-71.11,85.51,125.09,-108.005,85.465,80.845,-121.81,114.74,83.125,-130.47,86.71,121.735,-102.355,66.695,65.21,-116.845,105.52,26.355,-105.955,105.475,45.835,-115.105,88.815,45.835,-117.29,125.145,26.01,-55.915,29.46,61.985,-119.45,29.175,46.105,-100.14,49.505,47.03,-99.295,34.445,62.19,-116.11,58.725,22.865,-54.325,52.595,19.295,-93.645,91.77,24.175,-105.22,116.165,44.505,-91.485,53.23,42.4,-88.67,37.595,41.68,-96.265,12.15,49.775,-106.355,20.14,70.625,-127.87,39.755,58.465,-119.625,50.385,24.22,-64.105,53.67,11.17,-71.125,84.435,26.07,-106.585,84.335,69.865,-121.665,115.085,68.245,-130.21,86.89,27.92,-100.83,68.62,76.095,-135.925,92.505,75.4,-122.455,30.41,75.755,-126.19,103.72,75.22,-126.795,46.67,75.22,-124.36,131.35,75.22,-125.51,57.155,75.635,-122.965,117.2
95.93,-132.485,36.195,136.115,-127.07,36.135,117.585,-134.77,18.63,117.49,-135.885,55.01,139.765,-82.565,-47.085,102.915,-150.705,-41.95,117.46,-128.835,-16.795,116.94,-128.195,-36.83,104.705,-142.455,-6.66,142.005,-80.465,-22.4,144.975,-117.45,22.32,138.425,-124.06,46.555,118.955,-120.375,-14.095,119.705,-117.57,-34.35,123.99,-124.465,-59.31,115.68,-135.375,-51.08,92.135,-158.65,-23.805,106.005,-147.675,-14.655,141.8,-87.035,-18.52,157.45,-88.33,15.945,136.3,-129.985,15.805,91.745,-138.425,46.065,96.215,-149.67,18.69,134.79,-125.41,-0.435,77.4,-132.82,36.13,38.3,-126.235,36.155,58.605,-135.245,19.26,58.69,-135.705,55.86,38.18,-85.24,-52.89,73.835,-150.665,-41.78,58.345,-129.715,-18.14,59.875,-127.405,-37.765,71.01,-141.485,-6.93,34.08,-79.235,-25.685,29.08,-115.375,20.62,36.85,-124.7,48.175,56.325,-119.88,-15.955,57,-117.115,-36.945,54.83,-123.025,-61.935,62.085,-133.535,-53.775,82.755,-158.65,-24.025,69.72,-147.12,-14.72,33.95,-85.33,-21.65,17.16,-88.4,15.89,38.335,-129.08,15.77,83.83,-138.315,46.095,78.445,-149.36,19.405,42.755,-124.685,-1.99,86.585,-155.31,28.285,87.795,-152.98,-41.175,87.23,-144.06,37.08,87.66,-154.24,-17.495,87.955,-141.65,57.805,87.8,-148.385,-6.26,87.775,-139.625,46.45
98.82,-135.26,41.62,139.95,-126.315,41.71,119.17,-135.515,22.835,119.125,-134.59,60.455,141.535,-66.285,-38.175,105.075,-137.315,-46.14,119.24,-122.63,-20.78,118.06,-114.635,-39.22,104.7,-140.065,-11.18,142.9,-67.64,-15.145,151.035,-110.11,22.26,142.755,-124.085,47.4,122.265,-113.585,-19.285,119.755,-105.61,-33.98,125.155,-105.84,-61.72,114.505,-122.67,-55.58,92.845,-151.3,-33.97,107.78,-144.105,-21.54,139.96,-77.675,-18.645,157.71,-87.13,15.215,139.335,-130.06,15.205,94.835,-139.035,49.925,99.085,-146.92,14.02,138.96,-122.94,0.275,79.75,-135.835,41.17,37.445,-124.16,41.565,58.095,-134.795,22.82,58.055,-134.605,60.32,40.605,-69.665,-40.495,76.17,-138.24,-46.015,56.2,-119.225,-20.18,61.745,-115.785,-38.18,70.26,-138.025,-9.695,37.625,-70.565,-16.385,27.005,-108.67,23.22,34.33,-120.285,49.79,54.35,-109.17,-17.33,59.125,-106.665,-34.13,55.28,-107.75,-61.03,64.7,-121.665,-57.33,83.7,-150.975,-34.43,67.8,-142.4,-23.325,39.78,-78.35,-14.885,21.135,-89.705,15.605,37.61,-129.14,15.365,82.69,-138.935,49.79,78.415,-147.515,16.995,37.905,-123.15,0.395,88.23,-155.31,26.56,90.45,-141.245,-44.35,88.955,-144.885,38.735,87.805,-150.4,-23.77,89.275,-141.725,61.185,87.685,-147.18,-11.295,89.17,-140.59,52.295
99.19,-129.47,33.31,137.82,-123.69,33.27,119.55,-129.47,15.43,119.47,-133.23,51.08,140.26,-73.75,-46.6,105.11,-132.48,-50.33,123.97,-118.27,-24.38,119.57,-115.57,-43.26,108.62,-130.97,-12.16,146.73,-71.48,-18.85,148.02,-111.23,21.19,140.84,-121.63,41.91,126.59,-110.19,-21.34,124.43,-104.5,-38.81,121.67,-107.02,-67.46,115.89,-116.65,-60.18,95.06,-143.26,-34.07,110.18,-135.5,-24.01,145.57,-78.17,-19.06,159.13,-89.02,14.35,137.94,-124.8,14.34,95.45,-136,42.52,100.87,-145.55,10.44,137.67,-118.83,-3.1,84.07,-129.44,33.32,45.79,-121.94,33.32,64.32,-129.37,15.53,64.49,-133.03,50.99,45.19,-74.19,-46.09,77.53,-131.32,-48.98,60.62,-115.86,-22.28,63.2,-112.73,-41.76,75.62,-131.73,-11.69,39.26,-72.28,-17.96,36.06,-109.94,21.33,42.22,-119.78,41.39,57.72,-106.59,-18.27,58.7,-102.4,-37.2,62.78,-107.6,-64.59,68.33,-116.255,-57.51,86.74,-142.97,-33.29,73.26,-134.29,-22.47,40.38,-78.82,-16.9,25.55,-85.65,14.95,45.78,-123.7,14.78,88.19,-136.1,42.29,83.42,-145.98,11.94,47.33,-118.85,-3.43,91.93,-154.26,18.83,91.31,-135.56,-47.88,91.8,-142.46,30.17,91.78,-141.61,-26.11,91.91,-138.43,56.93,91.56,-139.82,-19.45,91.78,-137.64,43.42
96.385,-142.89,28.835,134.79,-137.76,28.485,114.99,-143.445,11.845,114.93,-146.58,45.915,136.715,-87.365,-54.09,97.395,-149.75,-49.69,117.675,-133.265,-26.565,114.09,-131.89,-45.235,100.27,-145.87,-18.09,143.335,-84.76,-28.94,147.38,-124.845,13.555,138.945,-134.62,37.92,121.66,-123.415,-24.89,119.435,-120.6,-41.875,119.815,-125.395,-66.635,108.66,-137.49,-60.99,88.6,-158.73,-34.57,103.085,-151,-26.955,142.045,-93.04,-27.56,159.315,-96.84,7.725,134.895,-140.105,7.825,90.185,-148.44,36.335,94.125,-154.46,9.77,134.145,-134.495,-7.84,77.275,-142.27,28.55,38.34,-134.57,28.78,57.535,-142.36,12.025,57.36,-145.165,46.065,39.43,-84.21,-56.785,69.005,-147.43,-48.435,54.32,-129.63,-25.355,55.11,-125.555,-43.78,69.165,-143.6,-17.645,33.24,-80.51,-30.87,26.555,-118.91,13.645,35.12,-131.745,38.355,50.685,-118.89,-23.645,52.45,-115.885,-39.935,51.845,-123.145,-66.26,60.15,-134.345,-59,78.845,-157.78,-34.365,64.655,-148.06,-25.185,34.215,-89.52,-27.72,15.565,-94.025,5.945,37.975,-136.705,5.815,81.635,-147.615,35.765,77.235,-153.625,10.435,37.66,-130.19,-7.73,85.74,-159.945,18.375,84.47,-151.67,-47.525,86.08,-151.27,26.965,84.765,-156.445,-27,86.565,-153.645,50.05,85.58,-152.1,-17.935,86.36,-149.53,38.04
101.665,-136.96,29.865,138.085,-134.575,29.755,119.805,-142.53,16.14,120.3,-143.75,48.795,148.175,-87.805,-43.185,105.265,-151.26,-42.76,123.54,-129.83,-21.55,121.71,-129.005,-39.77,108.715,-144.97,-7.445,146.325,-84.75,-18.1,149.03,-122.39,19.955,142.09,-133.145,41.535,125.415,-121.6,-17.93,125.92,-119.365,-37.15,129.485,-125.585,-61.06,118.84,-138.265,-54.795,97.13,-159.79,-26.885,109.92,-149.91,-18.92,143.1,-94.055,-20.72,158.695,-98.99,12.4,137.84,-139.925,12.5,98.39,-144.375,41.45,101.515,-154.07,16.065,139.25,-131.33,-5.175,86.415,-138.165,29.715,49.37,-133.45,29.68,68.26,-141.84,15.625,68.45,-143.72,48.91,40.61,-89.64,-45.005,78.86,-149.92,-42.79,62.39,-128.605,-21.625,65.235,-128.26,-40.73,74.8,-143.215,-7.48,43.01,-82.63,-18.98,38.545,-120.155,19.995,45.015,-132.055,41.43,61.055,-122.235,-17.885,62.22,-118.16,-36.845,58.715,-125.42,-62.22,69.59,-138.135,-56.93,89.105,-157.82,-27.75,74.225,-148.83,-20.645,45.59,-93.94,-21.26,29.275,-97.41,12.36,49.62,-138.465,12.28,89.065,-144.07,41.09,85.67,-154.05,16.215,50.24,-129.6,-5.875,93.985,-158.95,24.845,92.21,-153.71,-40.28,93.815,-149.46,33.2,93.19,-155.665,-20.32,93.86,-147.9,53.9,93.16,-151.4,-10.325,93.885,-145.86,43.49
101.53,-132.475,24.615,138.605,-121.335,24.665,121.505,-130.33,8.28,121.015,-133.99,44.66,138.62,-82.885,-44.325,105.315,-138.225,-50.285,121.385,-121.165,-27.395,117.66,-118.48,-44.265,108.515,-135.905,-18.385,139.99,-77.53,-21.235,145.845,-107.71,16.465,141.005,-121.95,37.855,122.035,-111.655,-24.225,121.36,-109.26,-39.955,122.1,-112.755,-64.58,115.075,-121.86,-59.325,96.83,-147.715,-36.855,109.325,-140.375,-27.605,138.96,-84.28,-21.03,152.71,-87.47,9.12,138.555,-123.155,9.095,97.22,-138.28,33.84,101.135,-144.065,9.73,137.195,-119.675,-8.055,81.32,-132.405,24.49,45.635,-121.795,24.735,63,-130.865,8.025,63.405,-135.32,44.4,46.335,-80.435,-45.55,77.485,-137.095,-51.13,62.135,-120.505,-28.19,64.85,-117.965,-45.19,76.4,-134.805,-17.685,43.11,-76.365,-21.92,38.05,-107.55,16.395,42.92,-122.595,35.765,61.205,-111.83,-24.69,61.63,-108.595,-41.925,61.65,-111.69,-64.925,69.65,-122.035,-60.75,88.305,-148.145,-36.975,73.755,-139.52,-27.77,43.77,-82.13,-21.65,30.17,-87.255,8.745,44.735,-121.94,8.89,87.605,-138.57,34.215,83.49,-143.725,8.9,46.33,-118.98,-8.665,92.51,-148.055,13.215,92.205,-140.86,-50.42,92.72,-140.9,23.915,92.36,-145.745,-29.615,92.35,-142.605,50.53,91.865,-140.745,-16.21,92.43,-140.59,36.885
102.47,-142.295,41.765,140.545,-135.705,41.22,121.625,-142.205,25.255,122.605,-145.99,62.33,138.89,-82.525,-34.755,107.76,-145.545,-39.2,124.33,-127.62,-14.905,121.91,-125.11,-31.21,109.115,-143.87,-5.425,142.74,-82.51,-8.705,148.44,-123.825,30.205,143.185,-134.55,54.615,125.36,-119.88,-10.66,125.425,-114.11,-26.405,125.01,-118.115,-53.515,116.4,-129.375,-47.125,96.93,-159.395,-25.83,112.735,-149.87,-15.915,142.645,-88.245,-6.72,158.8,-92.535,22.995,140.235,-135.96,23.015,98.365,-148.45,51.49,101.165,-153.55,25.395,139.95,-127.375,6.155,85.035,-144.52,41.825,46.17,-134.675,40.715,64.365,-141.025,24.94,64.26,-145.495,62.79,50.415,-82.115,-37.625,78.525,-144.99,-40,58.8,-121.895,-12.015,63.91,-126.23,-32.86,73.97,-142.91,-5.955,44.78,-82.22,-10.96,37.305,-123.425,29.63,43.385,-132.775,55.055,60.22,-115.27,-6.2,61.485,-114.8,-30.595,62.545,-117.27,-53.695,70.735,-129.025,-48.515,86.965,-159.05,-25.845,70.375,-148.26,-17.545,43.865,-87.37,-7.09,26.875,-93.235,22.095,46.015,-135.77,22.035,89.225,-148.245,52.015,85.145,-153.27,25.49,47.55,-129.985,4.18,93.505,-158.92,29.3,92.885,-149.29,-37.45,93.545,-150.89,41.665,92.34,-155.935,-18.82,93.655,-153.805,66.505,93.02,-152.525,-5.695,93.705,-149.71,53.15
92.77,-131.31,34.95,130.32,-121.95,35.18,112.58,-130.54,17.94,112.58,-132.91,52.19,135.71,-69.16,-40.77,100.26,-130.22,-46.83,116.14,-114,-18.92,116.11,-107.46,-39.94,99.22,-132.31,-11.99,136.5,-65.04,-15.17,140.61,-105.05,21.91,133.76,-119.32,45.51,116.56,-105.24,-16.77,118.28,-99.82,-34.57,118.34,-105.14,-61.54,111.06,-116.14,-57.28,89.5,-145.44,-33.5,102.78,-136.52,-22.17,135.03,-74.18,-16.77,148.68,-77.93,14.55,130.27,-123.53,14.29,87.02,-137.24,42.8,93.13,-141.58,11.48,130.54,-114.8,-3.1,73.36,-129.4,35.3,37.44,-118.61,35.4,55.04,-130.34,18.73,55.09,-131.43,52.37,39.1,-68.25,-45.17,72.48,-129.55,-47.67,53.06,-112.92,-22.16,57,-106.71,-41.83,68.81,-132.36,-13.42,36.18,-62.9,-18.78,28.09,-100.67,20.38,34.33,-114.87,44.44,52.55,-103.81,-18.8,53.39,-99.1,-36.16,57.46,-105.46,-63.68,63.38,-115.26,-59,80,-145.49,-33.57,65.47,-136.27,-23.84,37.83,-73.48,-15.82,21.01,-73,13.81,36.98,-121.85,13.65,79.8,-137.12,43.45,74.23,-141.95,11.95,37.93,-113.19,-2.92,83.54,-148.54,19.36,86.53,-134.58,-45.01,83.67,-140.48,30.28,83.84,-142.6,-26.52,83.61,-141.51,58.46,83.66,-139.01,-15.87,83.54,-138.02,44.06
104.22,-141.86,40.98,142,-135.68,40.98,123.38,-143.23,25.06,123.17,-145.02,57.45,140.93,-89.05,-34.96,106.81,-146.9,-38.57,122.68,-129.9,-13.51,120.35,-129.32,-30.75,110.52,-146.1,-5.55,145.77,-85.07,-10.47,153.57,-118.93,28.63,146.07,-131.38,47.46,122.955,-120.92,-10.39,125.15,-118.49,-26,125,-125.66,-54.26,118.04,-134.84,-46.99,96.54,-158.34,-23.71,112.84,-150.05,-13.31,145.14,-93.42,-8.55,160.84,-99.52,22.53,141.74,-137.49,22.66,98.58,-146.6,48.82,101.78,-153.81,20.82,141.8,-133.51,3.925,84.98,-143.09,40.65,47.69,-137.37,40.85,65.08,-144.95,24.81,65.13,-146.27,56.92,46.46,-84.64,-32.95,79.62,-146.98,-39.47,62.78,-130.51,-15.75,64.62,-127.18,-32.55,74.79,-147,-5.84,40.37,-82.37,-7.3,34.57,-119.11,28,44.37,-134.92,49.21,62.61,-121.3,-11.89,61.34,-118.06,-28.02,62.02,-124.85,-56.27,68.55,-134.495,-47.43,87.86,-158.17,-24.14,72.19,-149.89,-15.44,41.12,-90.25,-7.93,26.88,-95.6,22.44,47.2,-140,22.12,91.39,-146.9,49.02,85.36,-153.76,20.47,43.69,-132.82,2.87,92.85,-158.84,27.97,93.21,-151.03,-37.35,94.36,-149.5,38.24,92.7,-156.53,-15.75,95.1,-151.16,67.67,93.34,-151.98,-5.72,94.96,-147.6,50.1
102.34,-140.56,33.62,140.88,-133.71,33.64,122.55,-140.2,14.44,122.61,-142.46,52.32,140.08,-83.54,-51.55,105.92,-141.53,-42.87,124.34,-127.65,-23.1,123.57,-121.3,-39.6,107.56,-141.64,-15.25,146.99,-83.85,-24.67,149.51,-123.52,19.99,143.94,-131.71,42.67,126.46,-124.77,-20.69,125.83,-114.29,-37.2,125.89,-118.59,-65.26,116.4,-128.83,-56.39,98.59,-155.17,-30.25,110.28,-145.87,-22.45,145.89,-90,-20.2,163.32,-92.44,9.6,140.61,-135.15,9.86,96.04,-144.85,41.18,103.7,-150.41,12.25,141.44,-130.24,-4.61,84.11,-139.86,33.71,46.32,-131.56,33.55,65.03,-139.32,14.68,65.1,-141.4,53.18,50.07,-86.42,-48.91,82.75,-140.66,-43.28,63.78,-125.33,-21.38,66.28,-122.56,-38.52,79.17,-138.76,-15.83,42.25,-83.05,-24.46,37.96,-120.36,15.17,42.71,-128.96,41.45,64.4,-116.34,-16.47,65.04,-114.66,-33.68,66.33,-119.7,-65.82,74.5,-128.83,-57.69,89.96,-154.32,-30.5,78.39,-144.13,-23.48,41.87,-89.71,-19.54,26,-88.45,5.98,45.64,-131.32,5.64,90.92,-145,41.14,84.76,-150.79,12.16,45.31,-128.43,-4.93,93.83,-155.34,19.01,95.66,-143.19,-41.35,93.79,-149.2,29.6,94.49,-151.28,-24.92,93.22,-147.88,57.31,94.64,-146.57,-16.54,93.26,-145.82,41.91
103.405,-140.77,42.745,142.12,-135.34,42.71,121.855,-142.085,24.02,121.76,-142.39,61.595,149.575,-87.945,-34.765,106.685,-148.425,-36.835,123.96,-130.56,-14.095,121.24,-129.12,-32.11,109.38,-143.325,-5.035,146.485,-85.53,-8.42,151.495,-124.985,29.63,144.4,-132.04,52.285,126.775,-120.495,-11.69,124.195,-119.705,-29.73,129.43,-123.83,-52.865,118.565,-133.18,-47.64,96.42,-158.065,-23.695,112.25,-149.155,-13.885,144.555,-92.735,-10.075,160.17,-101.095,24.615,142.275,-137.25,24.685,98.24,-145.13,49.765,101.085,-152.425,19.745,140.64,-132.485,8.575,82.03,-140.335,43.125,44.36,-133.505,42.795,64.3,-141.86,24.375,64.26,-142.77,61.47,40.92,-87.505,-38.38,78.64,-146.39,-37.69,61.7,-128.425,-14.405,65.835,-127.135,-33.89,77.13,-143.575,-3.955,40.09,-84.66,-11.335,34.06,-120.955,31.055,42.175,-129.155,52.28,58.73,-120.39,-11.945,62.2,-117.9,-32.225,61.585,-122.905,-54.79,69.07,-130.76,-49.68,87.85,-157.84,-24.095,73.11,-148.995,-15.135,41.205,-89.765,-10.23,25.97,-95.875,25.11,43.8,-136.05,25.105,89.01,-145.2,50.095,84.035,-153.735,20.49,44.305,-131.255,9.185,92.095,-160.93,26.2,92.475,-150.08,-36.705,93.195,-152.04,38.71,91.75,-155.545,-16.77,94.06,-148.265,68.645,92.68,-148.835,-5.72,93.645,-146.685,52.875
100.79,-127.09,37.62,138.64,-118.16,38.65,121.84,-127.22,21.91,121.58,-130.62,56.34,141.15,-63.65,-36.45,107.61,-129.77,-36.87,123.1,-103.21,-14.63,123.8,-103.21,-31.11,107.11,-126.31,-6.82,143.16,-62.84,-13.24,149.29,-100.99,27.31,142.25,-113.91,48.16,120.76,-93.53,-11.52,125.66,-92.55,-24.37,126.69,-110,-54.32,117.06,-121.19,-47.51,95.59,-140.35,-24.11,110.9,-129.28,-15.29,141.5,-73.86,-19.39,156.52,-70.93,16.66,138.29,-121.96,17.12,93.97,-133.55,48.3,99.97,-135.61,18.25,141.43,-113.35,3.26,78.09,-126.77,38.96,42.23,-115.37,39.06,59.21,-127.15,22.18,59.27,-129.25,56.8,42.7,-67.43,-39.15,75.55,-129.12,-36.37,58.79,-102.24,-15.47,60.56,-104.17,-32.6,73.37,-125.04,-6.74,39.24,-62.63,-13.84,31.23,-94.54,25.22,37.67,-111.56,48.31,59.8,-94.27,-11.515,56.62,-94.86,-27.12,57.14,-109.77,-55.35,68.05,-121.13,-49.49,85.2,-140.44,-24.18,70.71,-128.8,-14.34,39.9,-74.04,-16.76,25.24,-68.79,17.38,42.22,-120.09,17.3,85.15,-133.08,48.46,80.63,-135.64,17.8,39.61,-112.01,3,91.17,-142.02,23.36,91.33,-133.97,-34.85,90.48,-134.84,35.34,90.66,-137.24,-17.91,89.39,-138.51,65.49,90.52,-134.27,-8.6,89.4,-134.22,49.47
98.09,-143.755,26.45,137.18,-135.32,27.81,119.17,-141.57,11.98,119.505,-146.53,47.075,139.14,-82.835,-44.41,103.255,-141.825,-48.165,121.38,-127.47,-21.335,119.69,-124.045,-40.755,104.275,-142.62,-11.465,141.925,-84.28,-18.095,147.795,-122.6,16.105,140.515,-135.15,40.47,123.625,-117.09,-18.67,123.52,-115.405,-36.91,123.955,-118.675,-60.74,114.87,-129.43,-55.5,93.36,-151.655,-32.705,107.55,-146.09,-23.59,141.005,-92.875,-19.995,155.845,-100.17,12.02,138.58,-136.29,12.06,92.655,-147.985,35.005,96.225,-153.61,12.51,138.135,-131.175,-4.705,79,-143.205,26.895,40.585,-132.42,27.64,58.525,-139.8,12.26,60.195,-145.945,47.765,41.28,-85.3,-44.64,74.185,-139.63,-48.52,57.4,-125.895,-20.775,58.615,-121.925,-40.115,73.4,-142.345,-11.63,40.105,-84.2,-18.835,32.225,-120.98,17.005,37.45,-131.775,39.71,56.2,-114.74,-17.24,56.175,-112.855,-35.025,58.08,-120.095,-61.1,64.785,-128.195,-54.915,84.25,-151.755,-32.75,71.86,-145.73,-23.73,41.63,-92.165,-20.63,25.115,-98.575,10.925,40.82,-134.23,10.735,84.42,-147.37,34.945,80.375,-153.385,12.48,40.535,-128.85,-4.9,88.38,-158.645,16.79,88.89,-144.37,-45.93,88.38,-151.9,26.245,88.885,-150.065,-26.62,88.97,-153.15,53.49,88.57,-148.765,-14.7,88.72,-149.555,36.37
95.345,-146.105,26.615,132.275,-137.665,26.52,114.605,-145.995,11.195,114.7,-146.18,45.98,134.26,-101.375,-43.045,98.17,-149.765,-42.855,114.515,-132.11,-22.29,111.88,-132.06,-39.425,100.305,-148.38,-13.47,138.52,-96.09,-20.755,142.38,-125.9,15.185,134.99,-135.66,37.835,117.36,-123.95,-19.885,116.62,-123.835,-35.635,117.185,-131.69,-57.515,107.07,-140.415,-52.35,89.71,-160.05,-29.27,103.07,-151.12,-22.5,137.385,-100.4,-18.51,152.435,-99.61,7.06,132.865,-138.89,7.14,91.02,-149.67,34.05,93.545,-157.72,6.775,134.405,-134.135,-5.715,78.65,-145.43,26.35,42.295,-134.15,26.355,60.25,-144.515,11.075,60.29,-144.285,45.14,38.505,-94.115,-39.995,71.08,-148.005,-42.845,59.17,-131.05,-21.82,58.67,-127.825,-37.7,71.685,-147.27,-13.27,37.2,-90.925,-17.995,32.635,-122.795,16.195,38.37,-131.885,36.905,57.59,-123.505,-19.47,55.89,-118.92,-32.655,52.845,-128.4,-56.78,61.8,-136.88,-51.675,81.285,-159.705,-29.055,68.415,-150.655,-21.775,38.35,-97.2,-18.415,23.295,-99.74,8.28,41.365,-135.74,8.175,83.525,-149.92,34.095,78.06,-157.115,7.245,41.89,-129.89,-6.78,85.775,-163.665,13.27,84.195,-152.85,-40.95,86.31,-154.295,23.885,85.635,-157.67,-24.08,87.39,-151.85,48.9,86.255,-155.36,-14.96,87.305,-150.66,36.055
