'L眶内缘点', 'L眶外缘点', 'L眶下缘点', 'L眶上中点', 'L下颌角点', 'L下犬齿齿槽缘点', 'L第一上磨牙点', 'L第一下磨牙点', 'L尖牙窝点', 'L下颌支中部后点', 'L颧点', 'L颞额颧点', 'L第二上磨牙点', 'L第二下磨牙点', 'L下颌缘中点', 'L颏孔点', 'L上切牙点', 'L上犬齿齿槽缘点', 'L下颌小舌点', 'L颧弓点', 'L颧眶点', 'L下鼻根点', 'L鼻甲嵴点', 'L颧颌点', 'R眶内缘点', 'R眶外缘点', 'R眶下缘点', 'R眶上中点', 'R下颌角点', 'R下犬齿齿槽缘点', 'R第一上磨牙点', 'R第一下磨牙点', 'R尖牙窝点', 'R下颌支中部后点', 'R颧点', 'R颞额颧点', 'R第二上磨牙点', 'R第二下磨牙点', 'R下颌缘中点', 'R颏孔点', 'R上切牙点', 'R上犬齿齿槽缘点', 'R下颌小舌点', 'R颧弓点', 'R颧眶点', 'R下鼻根点', 'R鼻甲嵴点', 'R颧颌点', '鼻骨末端点', '下齿槽点', '鼻中点', '上齿槽前缘点', '眉间点', '鼻棘下点', '鼻根点',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.615,-143.345,23.755,142.54,-130.585,24.315,123.32,-141.835,6.3,123.14,-144.595,43.445,140.585,-81.16,-58.185,104.62,-147.31,-53.845,124.95,-129.605,-33.01,119.415,-127.21,-51.725,108.14,-145.65,-24.54,144.125,-78.525,-31.495,150.205,-118.29,8.5,145.55,-128.67,36.115,126.875,-120.715,-30.52,122.255,-116.24,-49.59,125.91,-119.5,-72.91,116.285,-131.21,-65.555,94.79,-157.295,-40.925,110.61,-150.085,-32.545,142.775,-86.54,-32.61,159.385,-95.55,2.86,142.255,-133.03,2.955,97.64,-147.67,30.615,100.445,-152.175,3.06,138.31,-125.535,-14.225,82.32,-143.43,24.035,41.265,-131.355,24.53,61.695,-143.165,6.605,61.415,-146.23,43.25,41.755,-80.945,-56.69,78.045,-146.97,-53.98,58.305,-130.565,-32.14,62.18,-127.795,-51.36,75.14,-144.445,-23.555,38.175,-80.445,-30.115,32.74,-118.32,9.195,39.115,-129.82,37.4,55.66,-119.335,-30.355,59.285,-116.46,-49.045,57.385,-121.01,-73.72,66.385,-132.645,-68.675,85.965,-156.73,-41.535,72.935,-150.05,-31.2,39.885,-87.93,-32.35,23.265,-95.66,4.32,40.195,-132.72,4.49,86.69,-148.01,30.96,82.33,-152.775,3.685,44.4,-124.185,-14.165,91.71,-159.315,8.12,91.79,-149.88,-52.685,92.26,-151.61,19.755,90.54,-155.045,-33.41,92.17,-152.345,46.41,90.57,-150.635,-21.765,92.225,-150.16,32.98
104.12,-144.505,34.405,143.33,-136.04,34.615,124.07,-144.42,18.04,123.945,-148.895,53.17,143.605,-82.72,-42.935,108.73,-149.77,-45.755,126.515,-130.995,-20.87,123.5,-129.81,-40.075,110.99,-146.56,-11.505,146.405,-78.69,-18.045,151.18,-121.865,18.005,146.205,-132.45,44.56,129.46,-121.315,-17.895,127.5,-119.11,-36.46,128.745,-121.985,-63.01,122.465,-130.93,-56.26,99.325,-160.37,-30.645,113.83,-152.67,-22.445,146.88,-86.6,-14.71,159.515,-91.55,12.75,143.46,-136.265,12.875,100.2,-150.81,43.325,102.92,-159.955,14.965,142.74,-130.615,-3.945,84.01,-144.82,34.93,44.975,-136.1,35.065,65.165,-144.86,17.605,65.11,-148.355,52.62,46.44,-78.85,-42.635,80.12,-149.85,-46.105,62.155,-129.885,-21.93,64.725,-130.565,-40.16,78.035,-146.98,-10.72,43.315,-76.835,-18.86,37.36,-121.795,16.535,40.82,-131.75,43.86,59.96,-120.37,-19.815,61.385,-119.63,-36.565,60.16,-120.69,-63.485,66.32,-130.34,-56.855,89.25,-160.145,-30.625,74.8,-152.515,-23.075,43.465,-87.05,-16.52,29.35,-96.11,9.805,44.345,-136.11,9.6,89.115,-150.36,43.68,85.545,-159.54,14.97,44.99,-132.095,-4.105,95.06,-166.155,22.045,94.52,-152.895,-44.075,95.11,-156.39,33.06,94.38,-158.065,-23.395,94.975,-153.545,57.335,94.675,-153.635,-11.605,94.845,-152.265,46.46
101.435,-143.28,26.935,138.775,-132.88,27.05,119.88,-143.37,10.52,119.94,-146.005,45.16,137.625,-81.395,-50.77,104.045,-145.18,-49.28,119.18,-125.755,-27.05,119,-124.915,-44.59,104.955,-143.355,-17.195,142.305,-81.525,-26.575,148.625,-116.38,13.57,140.99,-131.515,36.235,119.94,-115.1,-24.655,121.35,-115.38,-40.915,123.515,-121.735,-65.805,113.83,-132.89,-58.26,94.485,-155.53,-35.39,108.495,-147.41,-26.81,141.075,-86.76,-28.75,155.465,-92.9,6.53,138.695,-136.43,6.535,94.225,-148.125,31.96,99.43,-152.905,6.58,135.78,-132.48,-10.2,79.05,-145.005,27.07,40.23,-135.205,27.06,60.23,-145.745,11.395,60.275,-148.275,45.25,43.225,-82.945,-54.405,76.98,-146.41,-48.09,60.77,-126.94,-27.54,62.32,-127.69,-44.185,73.685,-144.03,-16.895,37.585,-83.345,-27.6,30.99,-118.92,14.655,37.58,-131.695,35.31,58.59,-118.595,-24.45,58.745,-117.065,-40.8,57.995,-123.485,-67.215,66.975,-133.93,-58.73,85.315,-156.025,-36.24,69.53,-148.23,-28.325,38.38,-86.88,-28.645,23.66,-94.04,5.88,39.12,-136.785,5.6,86.52,-149.34,32.075,80.6,-153.745,5.815,44.045,-133.805,-9.755,90.405,-159.795,13.94,91.23,-148.73,-45.985,90.285,-152.115,22.755,89.775,-153.515,-29.725,90.48,-154.81,50.175,89.345,-149.635,-18.905,90.28,-150.69,34.18
100.565,-151.365,26.18,138.015,-144.785,26.095,118.81,-151.005,9.36,119.085,-156.03,44.69,135.52,-94.265,-41.47,102.64,-155.43,-43.845,119.25,-138.92,-23.115,117.055,-133.49,-37.965,105.675,-155.41,-12.73,140.865,-92.255,-20.655,148.265,-127.255,15.36,141.015,-144.63,37.01,118.98,-128.805,-21.9,118.71,-125.535,-33.61,122.19,-132.35,-57.12,113.035,-143.525,-52.745,94.285,-167.665,-31.615,108.09,-158.855,-23.42,138.43,-104.36,-22.12,154.865,-103.1,8.215,137.9,-143.865,7.975,96.01,-156.13,34.045,99.91,-163.16,8.735,136.41,-139.505,-7.285,80.825,-151.485,25.9,43.72,-143.68,25.91,62.185,-150.16,9.1,62.005,-155.565,44.135,45.58,-91.18,-44.195,76.6,-156.06,-45.14,61.975,-138.7,-24.49,62.745,-137.12,-39.68,75.165,-155.83,-13.43,40.195,-88.695,-22.55,34.1,-128.355,13.4,40.725,-141.565,35.475,60.81,-129.55,-23.085,61.525,-128.56,-37.52,58.925,-131.37,-59.78,66.605,-143.005,-55.77,85.335,-166.845,-31.27,72.64,-159.845,-24.235,42.165,-101.17,-26.945,26.315,-104.295,6.005,43.625,-143.245,5.81,86.25,-155.755,33.55,80.61,-162.43,9.15,45.085,-137.32,-9.95,90.075,-169.25,14,90.64,-160.795,-42.66,90.755,-160.84,25.305,89.82,-165.965,-25.615,91.195,-159.74,49.725,90.385,-162.35,-17.305,91.125,-157.835,37.34
93.675,-137.31,47.59,134.355,-129.645,47.81,114.445,-138.325,29.63,114.36,-142.63,65.255,133.78,-74.75,-33.875,98.12,-144.31,-37.94,115.355,-123.625,-14.325,112.585,-122.905,-32.825,102.15,-141.255,-0.97,139.92,-73.965,-6.455,144.27,-116.37,32.15,136.235,-125.28,58.045,119.705,-114.39,-12.245,116.32,-112.73,-29.765,119.535,-115.43,-54.49,110.195,-127.235,-50.21,89.685,-153.05,-21.58,103.835,-144.73,-13.075,139.735,-81.715,-8.22,153.98,-88.05,26.92,134.215,-132.795,26.98,90.455,-144.155,56.235,94.045,-152.985,25.715,139.085,-122.9,9.495,75.735,-136.87,48.175,35.565,-127.605,48.055,55.465,-136.39,30.785,55.365,-140.89,65.645,34.405,-72.98,-35.15,71.19,-143.355,-38.98,55.045,-123.375,-13.655,57.125,-123.02,-31.67,69.04,-139.23,0.735,30.34,-71.06,-6.47,26.275,-114.335,31.64,33.295,-124.245,57.92,50.98,-114.5,-11.795,53.705,-112.5,-30.085,50.915,-114.87,-55.23,59.09,-127.69,-48.805,81.03,-153.29,-21.405,66.88,-144.05,-10.825,31.715,-81.95,-6.545,15.35,-86.295,27.325,35.335,-130.635,27.1,79.21,-143.015,56.71,77.51,-151.57,26.015,35.565,-123.62,11.14,86.955,-159.255,32.17,83.755,-147.595,-35.905,85.785,-148.33,44.885,85.355,-150.585,-13.62,85.055,-149.975,70.065,86.2,-148.145,-2.17,85.075,-146.395,59.95
91.075,-146.445,29.005,131.17,-137.685,28.8,111.725,-146.985,11.865,111.875,-148.69,46.33,130.71,-80.71,-47.32,97.835,-146.615,-52.76,110.935,-130.525,-29.09,109.67,-127.3,-46.85,98.17,-146.66,-22.825,132.69,-81.535,-22.335,141.225,-118.73,15.97,134.34,-136.375,39.905,113.615,-121.98,-25.955,111.94,-117.525,-43.67,114.95,-119.42,-68.245,107.535,-130.815,-64.725,86.28,-157.12,-39.75,100.495,-149.335,-30.88,131.485,-91.33,-22.98,147.09,-97.27,8.83,131.835,-138.615,8.775,86.05,-151.345,36.805,89.425,-158.175,8.815,127.67,-133.115,-8.785,71.14,-146.695,28.38,32.695,-137.635,28.45,51.295,-147.27,11.275,51.51,-148.27,46.46,31.48,-85.415,-49.27,67.345,-146.845,-52.21,52.21,-130.935,-29.255,55.005,-128.26,-46.7,64.95,-145.875,-21.435,29.25,-84.105,-23.705,23.195,-120.75,17.955,29.425,-135.585,38.065,49.64,-122.77,-27.28,52.09,-118.97,-42.385,50.07,-122.935,-68.72,58.405,-133.32,-65.74,77.62,-157.48,-39.64,62.46,-149.1,-31.155,29.935,-93.63,-22.515,16.04,-99.92,8.895,31.185,-138.87,8.875,76.635,-151.515,35.93,72.305,-158.445,7.67,35.715,-134.31,-8.56,80.425,-165.56,11.895,82.495,-150.16,-51.29,80.87,-156.415,24.13,81.54,-156.67,-32.76,81.395,-155.005,50.665,81.36,-153.4,-19.985,81.445,-152.005,38.405
96.46,-153.845,38.36,135.81,-146.365,38.39,115.775,-153.66,20.975,115.7,-157.505,55.205,139.165,-86.205,-25.635,104.62,-148.635,-38.695,118.7,-136.38,-13.175,117.91,-128.09,-28.745,104.255,-154.305,-5.56,138.08,-89.43,-4.56,144.6,-135.795,23.34,138.97,-143.625,45.82,119.47,-127.365,-8.7,120.755,-120.05,-22.02,123.445,-124.635,-47.585,114.685,-135.92,-43.855,93.335,-164.995,-28.19,107.97,-156.16,-16.61,137.085,-99.465,-3.755,153.97,-108.39,18.97,135.89,-147.775,18.645,91.955,-159.035,45.475,96.56,-164.115,16.895,137.16,-139.045,2.35,79.58,-153.535,38.525,40,-145.64,38.805,60.14,-153.235,21.45,60.255,-156.98,55.915,40.725,-85.065,-28.36,76.105,-148.86,-40.7,58.025,-135.675,-16.715,62.125,-128.29,-33.97,71.695,-153.15,-6.285,37.23,-88.515,-5.335,30.705,-134.56,24.515,36.115,-141.505,45.26,56.72,-126.415,-12.52,57.39,-118.175,-26.39,58.04,-122.91,-53.025,65.785,-133.335,-48.7,84.625,-164.395,-28.745,68.895,-156.275,-18.58,38.98,-99.715,-5.77,19.47,-104.61,19.175,39.38,-146.825,19.16,83.85,-158.57,45.585,79.575,-164.43,16.79,38.765,-138.08,0.975,88.72,-171.7,21.81,89.935,-152.95,-38.955,88.085,-163.665,33.035,88.975,-163.525,-21.485,88.2,-162.225,59.905,88.62,-161.075,-11.46,88.135,-160.3,46.88
93.875,-139.765,36.605,131.39,-128.825,36.705,112.75,-138.215,19.57,112.555,-139.895,54.955,131.27,-88.56,-34.755,97.4,-147.42,-41.925,113.65,-128.005,-17.545,112.47,-128.205,-35.805,101.07,-142.375,-12.375,135.83,-84.815,-11.155,140.21,-114.36,25.035,132.67,-128.055,47.6,116.14,-119.45,-14.51,115.475,-118.145,-32.44,115.855,-126.395,-57.71,107.03,-134.875,-51.365,89.635,-155.915,-24.875,102.555,-146.805,-19.16,134.88,-91.175,-13.245,146.865,-93.725,18.95,131.33,-130.04,19.1,89.535,-145.105,46.045,94.315,-153.135,17.785,132.295,-123.27,-0.675,75.25,-140.045,36.66,37.525,-129.425,36.73,55.75,-138.58,19.59,55.765,-139.51,54.98,35.44,-85.415,-33.005,68.845,-147.98,-41.45,54.025,-129.7,-14.21,53.115,-128.365,-33.78,69.05,-142.42,-9.095,31.505,-82.48,-10.31,28.71,-116.015,26.245,35.66,-127.2,46.86,51.52,-120.905,-11.535,51.205,-119.16,-30.415,48.715,-125.78,-55.44,58.065,-135.07,-50.535,81.24,-156.125,-24.49,67.2,-148.275,-17.215,32.59,-89.535,-13.44,21.205,-94.475,18.665,37.515,-131.335,18.815,79.255,-145.64,46.515,77.195,-153.825,17.76,37.42,-125.815,-0.29,85.395,-159.875,24.865,82.77,-150.98,-38.985,85.155,-150.135,35.78,85.6,-153.2,-18.87,84.66,-148.445,60.92,85.605,-148.895,-8.865,84.72,-147.045,48.425
100.79,-133.72,26.82,138.82,-124.925,26.815,120.475,-134.595,10.265,120.17,-137.115,44.32,139.16,-76.215,-46.025,103.305,-138.695,-45.81,122.92,-117.635,-28.075,118.305,-117.67,-42.93,109.275,-135.905,-16.665,140.86,-72.675,-22.4,146.475,-111.685,10.675,142.84,-121.375,35.245,124.75,-109.35,-25.63,122.28,-107.865,-39.79,126.025,-114.885,-61.425,116.27,-125.47,-56.04,97.59,-149,-34.435,112.66,-138.92,-28.25,138.915,-84.655,-26.04,154.325,-80.19,4.65,139.675,-126.86,4.59,94.595,-139.565,32.65,101.455,-144.57,7.91,137.365,-121.38,-11.365,81.39,-134.11,27.095,43.015,-125.42,26.74,62.07,-134.36,10.355,62,-137.1,45.245,46.565,-73.365,-46.41,80.235,-136.755,-46.15,62.51,-119.105,-30.86,67.42,-114.975,-44.945,74.195,-136.74,-16.94,42.775,-70.935,-21.755,34.99,-111.76,9.965,38.69,-122.035,35.315,58.875,-111.015,-28.075,64.82,-106.955,-41.685,59.615,-111.035,-63.355,68.335,-121.625,-59.11,89.15,-148.805,-35.095,72.8,-140.51,-29.105,45.47,-83.5,-26.57,27.09,-79.755,6.195,42.86,-128.475,5.915,87.02,-139.72,33.35,81.295,-145.36,8.695,43.9,-122.41,-12.455,90.91,-149.62,16.54,92.57,-141.04,-43.94,91.115,-142.8,24.58,92.825,-146.285,-29.51,91.32,-143.31,48.945,91.89,-143.03,-19.965,91.005,-141.235,34.59
98.425,-138.665,32.145,140.015,-130.655,32.375,120.275,-139.69,13.9,120.12,-142.34,50.02,141.55,-82.6,-45.325,104.21,-147.45,-51.025,120.25,-128.255,-25.585,117.225,-126.995,-44.765,103.505,-142.625,-16.535,143.67,-77.84,-20.755,150.625,-112.98,23.19,143.17,-124.13,44.045,123.07,-118.655,-21.175,122.35,-115.89,-42.005,125.295,-123.685,-65.18,115.115,-134.635,-60.585,93.18,-156.175,-35.58,106,-147.835,-25.02,141.315,-89.765,-20.585,159.145,-90.305,12.415,139.935,-133.56,12.475,92.47,-144.845,42.03,97.935,-150.23,11.715,135.17,-125.83,-6.93,77.32,-138.06,32.84,36.63,-130.65,32.535,57.18,-139.26,14.465,56.97,-141.925,51.82,34.495,-84.415,-48.14,73.94,-148.21,-52.61,55.505,-129.295,-26.755,58.29,-128.01,-48.495,71.31,-143.965,-17.625,31.665,-78.025,-22.005,26.155,-114.05,24.53,33.5,-126.105,45.005,52.01,-120.105,-24.345,53.685,-117.16,-46.86,52.99,-124.245,-69.455,62.815,-134.62,-65.205,84.19,-156.875,-35.7,69.37,-149.555,-26.865,33.26,-88.495,-22.05,16.72,-91.34,14.73,34.755,-132.405,14.59,85.66,-144.52,41.82,77.42,-151.23,11.96,37.22,-125.375,-6.43,88.085,-155.895,20.195,89.375,-152.04,-50.405,88.38,-148.14,30.85,87.75,-153.09,-28.23,89.13,-150.185,55.995,87.155,-150.11,-15.415,89.095,-145.335,43.305
100.075,-136.575,34.455,137.965,-127.97,34.655,118.99,-140.03,16.58,118.865,-138.145,53.735,137.465,-85.015,-34.23,104.975,-147.19,-39.175,119.29,-129.93,-16.69,120.045,-126.735,-32.645,105.48,-143.73,-6.22,138.255,-80.565,-12.66,144.69,-115.455,19.855,139.42,-125.07,44.26,121.165,-120,-14.04,122.405,-116.53,-28.625,121.11,-121.225,-53.34,112.31,-132.34,-49.02,94.77,-159.66,-27.02,110.165,-149.285,-19.65,138.295,-89.8,-12.055,152.175,-89.71,15.21,138.31,-131.975,15.455,92.595,-143.09,41.56,96.31,-149.84,18.585,136.21,-124.62,-0.835,78.6,-137.5,35.5,39.71,-128.665,35.345,59.245,-140.37,17.365,58.78,-139.61,53.795,47.29,-82.34,-37.89,74.005,-146.41,-40.815,59.195,-130.94,-19.405,61.05,-126.375,-35.245,73.28,-144.49,-6.365,43.065,-78.535,-16.005,32.54,-115.645,19.24,38.89,-125.025,44.94,58.125,-119.605,-16.25,59.17,-114.905,-31.47,61.835,-117.545,-56.865,68.31,-130.55,-50.55,85.415,-160.21,-27.4,69.43,-150.395,-19.69,43.205,-88.89,-14.605,26.455,-93.58,14.04,38.845,-130.075,13.93,84.63,-142.95,42.135,82.705,-150.29,18.84,41.395,-123.865,-0.66,90.68,-156.22,23.395,89.365,-151.08,-37.945,89.55,-147.46,33.63,89.835,-157.015,-20.67,89.235,-146.51,55.47,89.71,-151,-9.875,89.14,-144.905,44.74
94.99,-146.12,36.075,135.055,-136.29,35.865,115.885,-145.97,16.225,115.655,-145.345,55.94,135.32,-91.69,-35.38,108.43,-151.565,-42.065,118.01,-132.925,-16.89,120.12,-130.675,-31.82,101.28,-148.6,-4.575,138.27,-91.355,-13.04,142.055,-127.72,20.39,137.22,-133.115,42.97,119.54,-125.45,-11.87,123.215,-122.35,-27.875,123.425,-128.635,-53.465,115.68,-138.85,-49.635,94.335,-161.46,-26.415,105.755,-151.98,-16.515,136.57,-102.02,-14.59,151.8,-99.01,15.45,134.895,-138.81,15.36,92.145,-148.715,44.11,94.93,-157.135,16.875,131.52,-135.31,-1.97,78.315,-146.55,35.945,39.07,-134.54,35.67,58.36,-145.215,16.535,58.055,-143.89,55.38,41.74,-96.96,-34.935,78.75,-152.92,-43.49,59.375,-133.17,-19.995,61.97,-133.68,-36.7,72.475,-147.145,-5.875,37.555,-94.19,-13.065,32.59,-126.105,19.34,36.32,-131.495,41.655,57.675,-124.76,-15.38,56.745,-126.33,-32.045,61.715,-133.145,-54.675,72.425,-143.595,-51.435,85.35,-161.985,-27.025,70.575,-151.43,-18.27,38.76,-103.63,-17.965,23.04,-97.65,15.43,38.955,-136.525,15.31,80.955,-148.505,44.025,79.41,-157.065,17.41,43.875,-135.07,-2.06,87.12,-160.375,23.085,93.785,-157.78,-40.38,86.82,-153.735,33.515,88.78,-158.67,-20.735,87.18,-150.27,56.185,87.915,-154.185,-9.985,86.97,-150.34,45.78
100.195,-144.8,35.81,140.905,-135.04,35.795,121.095,-142.765,18.345,120.985,-147.985,52.215,141.385,-74.82,-44.04,104.3,-146.085,-50.665,120.475,-128.58,-27.32,118.345,-126.485,-43.05,108.675,-144.785,-18.17,146.64,-77.12,-18.525,151.745,-117.475,22.39,142.51,-134.015,45.575,122.23,-119.43,-24.3,122.875,-116.835,-40.11,122.915,-115.68,-68.34,112.75,-131.635,-61.665,93.81,-156.35,-37.615,109.21,-148.305,-27.405,144.29,-88.165,-21.08,159.34,-88.545,17.21,140.76,-135.955,17.36,97.39,-149.52,43.445,98.545,-156.845,11.115,140.74,-127.115,-5.41,81.645,-144.445,35.475,41.49,-133.745,35.435,61.57,-142.12,18.365,61.49,-148.135,52.685,39.655,-75.09,-44.52,73.085,-145.215,-49.685,59.325,-128.175,-25.945,60.945,-125.325,-43.295,71.69,-144.295,-16.635,34.685,-75.95,-17.265,30.175,-115.96,23.365,39.495,-132.795,45.15,57.695,-118.85,-23.035,57.195,-114.28,-40.165,56.875,-115.155,-70.215,64.9,-130.375,-62.78,84.73,-156.455,-37.415,70.585,-147.92,-26.705,37.955,-87.7,-20.485,20.955,-85.755,17.625,41.41,-134.835,17.38,84.765,-150.17,43.405,81.735,-156.46,12.485,38.435,-123.87,-5.82,90.04,-160.22,17.905,88.995,-150.06,-49.1,90.72,-152.96,30.715,89.185,-154.94,-30.41,91.275,-155.075,56.715,89.565,-153.025,-18.38,91.23,-152.12,45.435
103.095,-138.32,37.255,140.72,-130.885,38.32,121.715,-140.25,22.495,121.8,-139.55,54.52,141.28,-83.98,-41.82,109.58,-149.335,-42.95,126.225,-128.71,-15.93,124.585,-128.855,-36.475,110.455,-143.81,-7.255,145.485,-81.975,-15.83,149.825,-117.825,24.965,141.765,-127.955,47.66,128.915,-117.375,-12.97,127.47,-119.035,-30.98,128.735,-124.775,-59.65,120.73,-136.33,-50.78,98.775,-158.485,-24.83,113.525,-149.4,-18.075,146.6,-88.53,-8.64,159.085,-94.17,20.125,140.595,-135.27,20.085,99.855,-141.44,43.665,102.845,-151.26,19.76,140.35,-126.04,1.09,85.455,-138.185,37.945,47.925,-129.71,38.865,66.61,-140.145,23.355,66.62,-138.06,55.775,48.585,-76.415,-41.125,79.74,-149.18,-41.685,61.865,-128.915,-17.53,64.645,-129.005,-35.53,77.41,-144.05,-7.375,44.35,-76.195,-15.17,38.675,-116.205,26.12,45.885,-125.06,48.485,60.11,-118.005,-14.805,62.36,-118.89,-30.865,59.23,-122.015,-60,68.69,-137.535,-52.275,89.64,-158.665,-24.645,74,-149.525,-18.625,42.53,-86.82,-8.37,29.94,-91.89,20.86,48.065,-135.56,20.6,88.205,-140.7,43.975,84.29,-150.685,20.22,46.455,-126.875,0.82,94.35,-156.1,26.03,94.675,-153.29,-40.45,94.455,-147.265,36.76,94.04,-154.95,-18.46,94.435,-142.375,60.04,93.66,-149.165,-7.225,94.34,-142.29,48.53
107.22,-145.97,48.335,148.185,-140.825,48.305,128.155,-148.33,30.695,128.02,-151.07,66.355,147.155,-92.515,-42.52,115.215,-156.28,-35.64,128.4,-135.955,-11.38,126.945,-135.43,-32.51,113.94,-151.625,-1.395,150.49,-87.795,-11.035,158.36,-123.5,33.885,151.335,-139.66,58.19,129.335,-126.235,-9.27,130.56,-122.87,-28.105,131.255,-132.63,-56.8,124.645,-141.31,-46.895,104.17,-166.3,-21.26,117.61,-156.19,-12.79,149.695,-94.415,-8.19,166.235,-103.03,25.21,147.845,-142.91,24.85,102.495,-152.69,58.355,107.25,-162.395,25.455,147.01,-136.065,2.655,87.315,-146.79,48.325,46.61,-139.415,48.52,66.59,-147.525,30.18,66.99,-150.615,67.79,47.685,-89.225,-40.47,85.525,-156.45,-36.26,67.15,-137.625,-13.27,70.88,-137.8,-33.875,81.845,-151.54,-2.355,42.73,-84.835,-14,35.345,-121.07,34.01,43.3,-137.24,60.57,65.665,-125.635,-11.54,66.92,-126.22,-30.555,65.975,-131.765,-58.875,74.335,-142.18,-49.085,94.23,-166.74,-21.18,80.075,-158.845,-13.1,43.505,-94.25,-10.115,27.07,-100.865,24.81,45.545,-140.085,24.54,91.055,-152.04,58.875,89.16,-162.255,26.325,47.74,-135.625,4.15,98.335,-168.41,31.82,99.995,-160.305,-34.18,97.54,-157.07,45.385,98.245,-164.045,-13.775,97.38,-158.165,71.8,98.02,-161.305,-4.375,97.42,-153.63,60.915
95.175,-135.86,26.865,134.495,-131.73,26.995,114.19,-137.835,11.305,114.085,-141.235,46.64,137.025,-80.88,-44.9,98.365,-146.055,-51.855,116.49,-126.515,-27.775,113.355,-126.09,-49.09,103.01,-139.38,-15.45,138.61,-77.82,-21.655,143.995,-116.81,15.175,135.8,-130.565,36.89,118.38,-119.03,-25.015,118.035,-116.05,-44.28,116.97,-119.555,-71.035,106.775,-132.205,-64.695,90.13,-155.725,-34.985,107.205,-145.58,-27.825,136.575,-87.805,-26.09,151.57,-88.175,5.26,134.765,-131.935,5.36,90.83,-140.835,35.675,95.525,-148.565,8.625,133.71,-127.255,-12.1,76.435,-136.27,29.02,34.675,-128.605,28.72,55.56,-137.1,11.455,55.585,-139.415,46.58,30.2,-80.25,-46.03,70.34,-145.955,-50.735,54.655,-126.97,-27.86,55.81,-126.595,-44.995,69.66,-141.17,-14.805,30.585,-75.455,-23.23,26.81,-115.67,15.385,32.655,-125.985,35.05,53.37,-117.195,-24.46,51.54,-116.32,-42.995,50.055,-120.125,-68.115,58.46,-130.57,-61.775,81.44,-155.99,-34.735,64.915,-147.25,-26.71,32.105,-85.3,-23.34,17.92,-89.96,6.62,34.2,-129.17,6.445,80.29,-139.835,35.99,76.45,-148.33,8.955,36.38,-126.565,-7.935,86.545,-152.73,16.735,84.845,-149.22,-49.43,86.125,-144.585,26.15,86.18,-153.475,-28.215,86.525,-144.02,50.31,86.01,-146.975,-16.71,86.26,-142.515,38.19
96.565,-140.045,29.325,140.235,-130.68,29.31,119.225,-138.54,11.05,119.315,-145.61,49.345,143.37,-84.12,-53.195,107.285,-152.33,-50.395,122.265,-130.345,-26.78,122.27,-129.54,-46.495,107.42,-146.33,-15.855,143.625,-77.2,-25.18,147.235,-115.585,16.945,141.605,-127.135,36.21,124.4,-121,-23.295,125.625,-119.49,-43.695,126.565,-127.765,-69.635,116.3,-142.685,-63.225,94.31,-162.345,-32.93,109.97,-151.775,-25.515,141.56,-87.47,-26.275,156.005,-89.95,8.25,140.52,-132.965,8.19,94.95,-145.8,42.815,97.03,-158.31,11.465,138.97,-126.44,-6.08,79.565,-141.095,30.88,36.98,-131.2,30.94,58.325,-140.565,12.275,58.275,-146.455,51.16,34.29,-83.36,-51.25,74.905,-153.815,-48.96,56.795,-132.4,-26.77,58.915,-132.055,-46.545,70.785,-146.515,-16.13,33.06,-78.005,-22.635,30.7,-116.44,18.37,34.82,-129.455,38.805,53.9,-124.99,-22.32,54.36,-121.91,-43.715,52.265,-129.65,-67.78,65.06,-143.17,-61.045,84.545,-163.85,-31.685,67.775,-150.955,-25.435,36.68,-89.855,-25.59,20.705,-90.665,9.24,35.905,-132.62,9.105,81.43,-146.075,43.535,80.07,-158.015,13.645,40.075,-127.91,-6.595,89.35,-165.46,20.88,91.62,-156.46,-45.16,88.44,-154.44,31.86,89.675,-159.38,-27.14,89.11,-150.29,52.99,89.405,-154.935,-16.65,88.91,-148.905,46.335
